user_id,items_count,steam_id,user_url,items
BlueWombat5242,0,76561198061044569,http://steamcommunity.com/id/BlueWombat5242,None
bokkkbokkk,0,76561198006988360,http://steamcommunity.com/id/bokkkbokkk,None
bokkkbokkk,0,76561198006988360,http://steamcommunity.com/id/bokkkbokkk,None
hididdlyhoe,0,76561198078678953,http://steamcommunity.com/id/hididdlyhoe,None
Brianseb,0,76561198089573805,http://steamcommunity.com/id/Brianseb,None
76561198046611233,0,76561198046611233,http://steamcommunity.com/profiles/76561198046611233,None
76561198093381429,0,76561198093381429,http://steamcommunity.com/profiles/76561198093381429,None
76561198085582521,0,76561198085582521,http://steamcommunity.com/profiles/76561198085582521,None
76561197961454067,0,76561197961454067,http://steamcommunity.com/profiles/76561197961454067,None
76561198078414685,0,76561198078414685,http://steamcommunity.com/profiles/76561198078414685,None
burnilovescod,0,76561198025063452,http://steamcommunity.com/id/burnilovescod,None
BushyGoom,0,76561198011494179,http://steamcommunity.com/id/BushyGoom,None
76561198000468907,0,76561198000468907,http://steamcommunity.com/profiles/76561198000468907,None
LondonKeyes,0,76561198036105408,http://steamcommunity.com/id/LondonKeyes,None
ByzGirl,0,76561198003843962,http://steamcommunity.com/id/ByzGirl,None
76561198055646476,0,76561198055646476,http://steamcommunity.com/profiles/76561198055646476,None
Cabey64,0,76561198115379714,http://steamcommunity.com/id/Cabey64,None
76561197996741396,0,76561197996741396,http://steamcommunity.com/profiles/76561197996741396,None
CandlewickNZ,0,76561198036906850,http://steamcommunity.com/id/CandlewickNZ,None
76561198071651813,0,76561198071651813,http://steamcommunity.com/profiles/76561198071651813,None
76561197989083035,0,76561197989083035,http://steamcommunity.com/profiles/76561197989083035,None
76561198008551473,0,76561198008551473,http://steamcommunity.com/profiles/76561198008551473,None
76561198069606031,0,76561198069606031,http://steamcommunity.com/profiles/76561198069606031,None
ca_ra_cal,0,76561198137242714,http://steamcommunity.com/id/ca_ra_cal,None
76561198055483848,0,76561198055483848,http://steamcommunity.com/profiles/76561198055483848,None
76561198032143135,0,76561198032143135,http://steamcommunity.com/profiles/76561198032143135,None
phoenixbasileus,0,76561197976041317,http://steamcommunity.com/id/phoenixbasileus,None
charmaps5,0,76561198059330108,http://steamcommunity.com/id/charmaps5,None
76561198058842042,0,76561198058842042,http://steamcommunity.com/profiles/76561198058842042,None
76561198074291619,0,76561198074291619,http://steamcommunity.com/profiles/76561198074291619,None
76561198069408134,0,76561198069408134,http://steamcommunity.com/profiles/76561198069408134,None
76561198061569624,0,76561198061569624,http://steamcommunity.com/profiles/76561198061569624,None
76561198062869989,0,76561198062869989,http://steamcommunity.com/profiles/76561198062869989,None
76561198087555027,0,76561198087555027,http://steamcommunity.com/profiles/76561198087555027,None
Norf_Norf,0,76561198053732601,http://steamcommunity.com/id/Norf_Norf,None
JohnEverywhere,0,76561198043932531,http://steamcommunity.com/id/JohnEverywhere,None
76561198041840982,0,76561198041840982,http://steamcommunity.com/profiles/76561198041840982,None
76561198056339034,0,76561198056339034,http://steamcommunity.com/profiles/76561198056339034,None
76561198105020268,0,76561198105020268,http://steamcommunity.com/profiles/76561198105020268,None
76561198126142125,0,76561198126142125,http://steamcommunity.com/profiles/76561198126142125,None
76561198076145661,0,76561198076145661,http://steamcommunity.com/profiles/76561198076145661,None
76561197971226968,0,76561197971226968,http://steamcommunity.com/profiles/76561197971226968,None
76561198030536036,0,76561198030536036,http://steamcommunity.com/profiles/76561198030536036,None
UnseenEvangelist,0,76561198033429077,http://steamcommunity.com/id/UnseenEvangelist,None
76561198085854476,0,76561198085854476,http://steamcommunity.com/profiles/76561198085854476,None
MT-101,0,76561198083917037,http://steamcommunity.com/id/MT-101,None
76561198067140353,0,76561198067140353,http://steamcommunity.com/profiles/76561198067140353,None
76561198042756236,0,76561198042756236,http://steamcommunity.com/profiles/76561198042756236,None
76561198062774164,0,76561198062774164,http://steamcommunity.com/profiles/76561198062774164,None
gregurek,0,76561197971227196,http://steamcommunity.com/id/gregurek,None
aProfileInTheMidOfNowhere,0,76561198061757191,http://steamcommunity.com/id/aProfileInTheMidOfNowhere,None
Cozillaz,0,76561198057373789,http://steamcommunity.com/id/Cozillaz,None
cururaime,0,76561198043927009,http://steamcommunity.com/id/cururaime,None
76561198033533646,0,76561198033533646,http://steamcommunity.com/profiles/76561198033533646,None
76561198083358743,0,76561198083358743,http://steamcommunity.com/profiles/76561198083358743,None
76561197970691715,0,76561197970691715,http://steamcommunity.com/profiles/76561197970691715,None
76561198079220364,0,76561198079220364,http://steamcommunity.com/profiles/76561198079220364,None
76561198089726419,0,76561198089726419,http://steamcommunity.com/profiles/76561198089726419,None
76561198046538761,0,76561198046538761,http://steamcommunity.com/profiles/76561198046538761,None
76561198050864519,0,76561198050864519,http://steamcommunity.com/profiles/76561198050864519,None
shugozac,0,76561198006499702,http://steamcommunity.com/id/shugozac,None
sirkillsalot1337,0,76561198067004690,http://steamcommunity.com/id/sirkillsalot1337,None
76561198039605834,0,76561198039605834,http://steamcommunity.com/profiles/76561198039605834,None
76561198084112448,0,76561198084112448,http://steamcommunity.com/profiles/76561198084112448,None
76561197972151308,0,76561197972151308,http://steamcommunity.com/profiles/76561197972151308,None
76561198006780320,0,76561198006780320,http://steamcommunity.com/profiles/76561198006780320,None
76561198046378610,0,76561198046378610,http://steamcommunity.com/profiles/76561198046378610,None
76561198065988138,0,76561198065988138,http://steamcommunity.com/profiles/76561198065988138,None
fuzzygrilz,0,76561198035289095,http://steamcommunity.com/id/fuzzygrilz,None
76561198074942714,0,76561198074942714,http://steamcommunity.com/profiles/76561198074942714,None
76561197971532272,0,76561197971532272,http://steamcommunity.com/profiles/76561197971532272,None
diamondexcavater,0,76561198095084354,http://steamcommunity.com/id/diamondexcavater,None
ohcd02323oidsf54sad8asdf89g8,0,76561198060167358,http://steamcommunity.com/id/ohcd02323oidsf54sad8asdf89g8,None
djman56,0,76561198066066007,http://steamcommunity.com/id/djman56,None
76561198021924659,0,76561198021924659,http://steamcommunity.com/profiles/76561198021924659,None
76561198040096326,0,76561198040096326,http://steamcommunity.com/profiles/76561198040096326,None
76561198069533335,0,76561198069533335,http://steamcommunity.com/profiles/76561198069533335,None
76561198008029557,0,76561198008029557,http://steamcommunity.com/profiles/76561198008029557,None
76561198068746428,0,76561198068746428,http://steamcommunity.com/profiles/76561198068746428,None
Dobble,0,76561198033857010,http://steamcommunity.com/id/Dobble,None
someorangecolour,0,76561198078245461,http://steamcommunity.com/id/someorangecolour,None
76561198134221061,0,76561198134221061,http://steamcommunity.com/profiles/76561198134221061,None
hux_xl,0,76561197982098697,http://steamcommunity.com/id/hux_xl,None
76561197990557433,0,76561197990557433,http://steamcommunity.com/profiles/76561197990557433,None
76561198045236669,0,76561198045236669,http://steamcommunity.com/profiles/76561198045236669,None
banjoabbyshelly,0,76561198063166450,http://steamcommunity.com/id/banjoabbyshelly,None
76561198101398885,0,76561198101398885,http://steamcommunity.com/profiles/76561198101398885,None
xthepug,0,76561197995852059,http://steamcommunity.com/id/xthepug,None
76561198095731041,0,76561198095731041,http://steamcommunity.com/profiles/76561198095731041,None
76561198097534775,0,76561198097534775,http://steamcommunity.com/profiles/76561198097534775,None
dubsdoge,0,76561198062850904,http://steamcommunity.com/id/dubsdoge,None
vitoprofile,0,76561198042258974,http://steamcommunity.com/id/vitoprofile,None
76561198057119793,0,76561198057119793,http://steamcommunity.com/profiles/76561198057119793,None
76561198082172301,0,76561198082172301,http://steamcommunity.com/profiles/76561198082172301,None
76561198050023141,0,76561198050023141,http://steamcommunity.com/profiles/76561198050023141,None
76561198008263039,0,76561198008263039,http://steamcommunity.com/profiles/76561198008263039,None
76561198069485907,0,76561198069485907,http://steamcommunity.com/profiles/76561198069485907,None
hashandtag,0,76561198077460362,http://steamcommunity.com/id/hashandtag,None
76561198067506610,0,76561198067506610,http://steamcommunity.com/profiles/76561198067506610,None
76561198066802685,0,76561198066802685,http://steamcommunity.com/profiles/76561198066802685,None
ElliotMAN402,0,76561198096060350,http://steamcommunity.com/id/ElliotMAN402,None
76561198048256508,0,76561198048256508,http://steamcommunity.com/profiles/76561198048256508,None
epicsquid,0,76561198045246771,http://steamcommunity.com/id/epicsquid,None
76561198117877658,0,76561198117877658,http://steamcommunity.com/profiles/76561198117877658,None
76561198003183623,0,76561198003183623,http://steamcommunity.com/profiles/76561198003183623,None
76561198069110140,0,76561198069110140,http://steamcommunity.com/profiles/76561198069110140,None
nKife,0,76561198023003068,http://steamcommunity.com/id/nKife,None
76561198084886773,0,76561198084886773,http://steamcommunity.com/profiles/76561198084886773,None
76561198072448228,0,76561198072448228,http://steamcommunity.com/profiles/76561198072448228,None
76561198046912445,0,76561198046912445,http://steamcommunity.com/profiles/76561198046912445,None
76561198061614069,0,76561198061614069,http://steamcommunity.com/profiles/76561198061614069,None
fgepojkldfhklsdfhphdf,0,76561198045708199,http://steamcommunity.com/id/fgepojkldfhklsdfhphdf,None
76561198048923479,0,76561198048923479,http://steamcommunity.com/profiles/76561198048923479,None
76561198106239471,0,76561198106239471,http://steamcommunity.com/profiles/76561198106239471,None
76561198045552991,0,76561198045552991,http://steamcommunity.com/profiles/76561198045552991,None
76561198054211660,0,76561198054211660,http://steamcommunity.com/profiles/76561198054211660,None
76561198016210589,0,76561198016210589,http://steamcommunity.com/profiles/76561198016210589,None
76561198019498497,0,76561198019498497,http://steamcommunity.com/profiles/76561198019498497,None
finnz,0,76561198061943031,http://steamcommunity.com/id/finnz,None
76561198090544844,0,76561198090544844,http://steamcommunity.com/profiles/76561198090544844,None
masonlol07,0,76561198025436665,http://steamcommunity.com/id/masonlol07,None
linkproblems,0,76561198036739095,http://steamcommunity.com/id/linkproblems,None
76561198020703336,0,76561198020703336,http://steamcommunity.com/profiles/76561198020703336,None
76561198045660485,0,76561198045660485,http://steamcommunity.com/profiles/76561198045660485,None
LightWavePrism,0,76561198045370186,http://steamcommunity.com/id/LightWavePrism,None
76561198057225044,0,76561198057225044,http://steamcommunity.com/profiles/76561198057225044,None
FunkMeister1,0,76561197994572973,http://steamcommunity.com/id/FunkMeister1,None
76561198068534077,0,76561198068534077,http://steamcommunity.com/profiles/76561198068534077,None
76561198034573935,0,76561198034573935,http://steamcommunity.com/profiles/76561198034573935,None
76561198057035793,0,76561198057035793,http://steamcommunity.com/profiles/76561198057035793,None
76561198072724653,0,76561198072724653,http://steamcommunity.com/profiles/76561198072724653,None
galvanicturtles,0,76561198068273885,http://steamcommunity.com/id/galvanicturtles,None
Jostler,0,76561197963492052,http://steamcommunity.com/id/Jostler,None
76561198067352691,0,76561198067352691,http://steamcommunity.com/profiles/76561198067352691,None
gfire555,0,76561198081111579,http://steamcommunity.com/id/gfire555,None
76561198073533999,0,76561198073533999,http://steamcommunity.com/profiles/76561198073533999,None
76561197973563612,0,76561197973563612,http://steamcommunity.com/profiles/76561197973563612,None
GINJESUS,0,76561198076684175,http://steamcommunity.com/id/GINJESUS,None
cahyaong,0,76561198030912222,http://steamcommunity.com/id/cahyaong,None
76561198018479073,0,76561198018479073,http://steamcommunity.com/profiles/76561198018479073,None
76561198054857692,0,76561198054857692,http://steamcommunity.com/profiles/76561198054857692,None
interactiveazza,0,76561198018846679,http://steamcommunity.com/id/interactiveazza,None
silverpod,0,76561198064478601,http://steamcommunity.com/id/silverpod,None
76561197991589633,0,76561197991589633,http://steamcommunity.com/profiles/76561197991589633,None
uhhallo,0,76561198045839084,http://steamcommunity.com/id/uhhallo,None
76561198081212987,0,76561198081212987,http://steamcommunity.com/profiles/76561198081212987,None
76561198064547831,0,76561198064547831,http://steamcommunity.com/profiles/76561198064547831,None
The_Pr0,0,76561198017488356,http://steamcommunity.com/id/The_Pr0,None
D3M0N50U15,0,76561198055299219,http://steamcommunity.com/id/D3M0N50U15,None
76561198002171193,0,76561198002171193,http://steamcommunity.com/profiles/76561198002171193,None
76561198076715929,0,76561198076715929,http://steamcommunity.com/profiles/76561198076715929,None
yaplapissolar,0,76561198060515502,http://steamcommunity.com/id/yaplapissolar,None
76561198053608159,0,76561198053608159,http://steamcommunity.com/profiles/76561198053608159,None
76561197970519408,0,76561197970519408,http://steamcommunity.com/profiles/76561197970519408,None
76561198055879530,0,76561198055879530,http://steamcommunity.com/profiles/76561198055879530,None
76561198064117690,0,76561198064117690,http://steamcommunity.com/profiles/76561198064117690,None
76561198083095219,0,76561198083095219,http://steamcommunity.com/profiles/76561198083095219,None
76561198057492666,0,76561198057492666,http://steamcommunity.com/profiles/76561198057492666,None
punkinoz,0,76561198139832115,http://steamcommunity.com/id/punkinoz,None
76561198064377170,0,76561198064377170,http://steamcommunity.com/profiles/76561198064377170,None
76561198070690856,0,76561198070690856,http://steamcommunity.com/profiles/76561198070690856,None
76561198006679831,0,76561198006679831,http://steamcommunity.com/profiles/76561198006679831,None
76561198067255518,0,76561198067255518,http://steamcommunity.com/profiles/76561198067255518,None
76561198036822015,0,76561198036822015,http://steamcommunity.com/profiles/76561198036822015,None
notbestatnothing,0,76561198050873722,http://steamcommunity.com/id/notbestatnothing,None
76561198071399737,0,76561198071399737,http://steamcommunity.com/profiles/76561198071399737,None
76561198045322953,0,76561198045322953,http://steamcommunity.com/profiles/76561198045322953,None
76561198139694944,0,76561198139694944,http://steamcommunity.com/profiles/76561198139694944,None
76561198062884956,0,76561198062884956,http://steamcommunity.com/profiles/76561198062884956,None
naomibby,0,76561198085062102,http://steamcommunity.com/id/naomibby,None
badk,0,76561197970735408,http://steamcommunity.com/id/badk,None
Ichisino,0,76561198002617675,http://steamcommunity.com/id/Ichisino,None
76561198075240912,0,76561198075240912,http://steamcommunity.com/profiles/76561198075240912,None
76561198068085433,0,76561198068085433,http://steamcommunity.com/profiles/76561198068085433,None
iisthelaw,0,76561198048428523,http://steamcommunity.com/id/iisthelaw,None
76561198223442840,0,76561198223442840,http://steamcommunity.com/profiles/76561198223442840,None
76561198001809619,0,76561198001809619,http://steamcommunity.com/profiles/76561198001809619,None
yodadda,0,76561198098569780,http://steamcommunity.com/id/yodadda,None
76561198069124937,0,76561198069124937,http://steamcommunity.com/profiles/76561198069124937,None
76561198069124937,0,76561198069124937,http://steamcommunity.com/profiles/76561198069124937,None
76561198077735328,0,76561198077735328,http://steamcommunity.com/profiles/76561198077735328,None
B1shy,0,76561198062390364,http://steamcommunity.com/id/B1shy,None
76561198074401489,0,76561198074401489,http://steamcommunity.com/profiles/76561198074401489,None
76561198058942295,0,76561198058942295,http://steamcommunity.com/profiles/76561198058942295,None
76561198005199874,0,76561198005199874,http://steamcommunity.com/profiles/76561198005199874,None
JamFusion,0,76561198068060297,http://steamcommunity.com/id/JamFusion,None
jamin13,0,76561198025776363,http://steamcommunity.com/id/jamin13,None
76561198042113307,0,76561198042113307,http://steamcommunity.com/profiles/76561198042113307,None
jarheado,0,76561198009399516,http://steamcommunity.com/id/jarheado,None
JorahJorahJorahTheExplorer,0,76561198019493953,http://steamcommunity.com/id/JorahJorahJorahTheExplorer,None
76561197982855819,0,76561197982855819,http://steamcommunity.com/profiles/76561197982855819,None
76561198062268962,0,76561198062268962,http://steamcommunity.com/profiles/76561198062268962,None
punkgod03,0,76561198018231996,http://steamcommunity.com/id/punkgod03,None
76561198061688293,0,76561198061688293,http://steamcommunity.com/profiles/76561198061688293,None
76561198052516862,0,76561198052516862,http://steamcommunity.com/profiles/76561198052516862,None
76561198070101083,0,76561198070101083,http://steamcommunity.com/profiles/76561198070101083,None
fsdfjhdkjhfgkfkgh,0,76561198175371750,http://steamcommunity.com/id/fsdfjhdkjhfgkfkgh,None
geckglobal,0,76561198101754840,http://steamcommunity.com/id/geckglobal,None
NotVengeance,0,76561198078241881,http://steamcommunity.com/id/NotVengeance,None
76561198026504601,0,76561198026504601,http://steamcommunity.com/profiles/76561198026504601,None
oneesan,0,76561198118218524,http://steamcommunity.com/id/oneesan,None
TommyYaSnooperReadThis,0,76561198083480153,http://steamcommunity.com/id/TommyYaSnooperReadThis,None
76561198113867180,0,76561198113867180,http://steamcommunity.com/profiles/76561198113867180,None
76561198050110190,0,76561198050110190,http://steamcommunity.com/profiles/76561198050110190,None
91221301,0,76561198049123597,http://steamcommunity.com/id/91221301,None
76561198010742277,0,76561198010742277,http://steamcommunity.com/profiles/76561198010742277,None
76561198037808057,0,76561198037808057,http://steamcommunity.com/profiles/76561198037808057,None
76561198070011397,0,76561198070011397,http://steamcommunity.com/profiles/76561198070011397,None
76561198068559428,0,76561198068559428,http://steamcommunity.com/profiles/76561198068559428,None
76561198081631204,0,76561198081631204,http://steamcommunity.com/profiles/76561198081631204,None
76561198079774158,0,76561198079774158,http://steamcommunity.com/profiles/76561198079774158,None
Pewpewnoone,0,76561197976421943,http://steamcommunity.com/id/Pewpewnoone,None
kards,0,76561198073025761,http://steamcommunity.com/id/kards,None
76561198077791223,0,76561198077791223,http://steamcommunity.com/profiles/76561198077791223,None
76561198080012001,0,76561198080012001,http://steamcommunity.com/profiles/76561198080012001,None
76561198062068809,0,76561198062068809,http://steamcommunity.com/profiles/76561198062068809,None
76561198052784112,0,76561198052784112,http://steamcommunity.com/profiles/76561198052784112,None
woahlevel20,0,76561198018458410,http://steamcommunity.com/id/woahlevel20,None
qu1nton935,0,76561198079032727,http://steamcommunity.com/id/qu1nton935,None
kiricky,0,76561198082128591,http://steamcommunity.com/id/kiricky,None
76561198093521130,0,76561198093521130,http://steamcommunity.com/profiles/76561198093521130,None
76561198078641610,0,76561198078641610,http://steamcommunity.com/profiles/76561198078641610,None
kofeyh,0,76561197968599993,http://steamcommunity.com/id/kofeyh,None
76561198063391282,0,76561198063391282,http://steamcommunity.com/profiles/76561198063391282,None
korndigger,0,76561197994627269,http://steamcommunity.com/id/korndigger,None
76561198025499996,0,76561198025499996,http://steamcommunity.com/profiles/76561198025499996,None
62568973,0,76561198085403674,http://steamcommunity.com/id/62568973,None
76561198083408305,0,76561198083408305,http://steamcommunity.com/profiles/76561198083408305,None
76561198085800442,0,76561198085800442,http://steamcommunity.com/profiles/76561198085800442,None
k4t33t4k,0,76561198027718010,http://steamcommunity.com/id/k4t33t4k,None
EikoorWR,0,76561198056842100,http://steamcommunity.com/id/EikoorWR,None
AsusGamerHD,0,76561198096989616,http://steamcommunity.com/id/AsusGamerHD,None
KurtGodel3125,0,76561198083353022,http://steamcommunity.com/id/KurtGodel3125,None
hoangphan242,0,76561197993711210,http://steamcommunity.com/id/hoangphan242,None
76561198061396592,0,76561198061396592,http://steamcommunity.com/profiles/76561198061396592,None
76561197976109742,0,76561197976109742,http://steamcommunity.com/profiles/76561197976109742,None
